Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log_assets,Log_sales
Digispice Technologies Ltd.,2010,1.51,0.0,0.0,2.32,0.01,138.43,2.32,7.96,9.53,1.24,19.21,19.21,6.69,11.45,-9.08,1,9.112661388771087,9.154214366196054
Digispice Technologies Ltd.,2011,1.11,0.0,0.0,0.01,-0.03,93.62,0.01,-147.7,-4.43,0.83,-3.46,-3.46,-252.54,-2.58,-99.65,1,9.00509813179766,3.5115454388310208
Digispice Technologies Ltd.,2012,0.97,0.0,0.0,0.01,0.08,48.81,0.01,16.62,9.68,0.64,0.83,0.83,-177.98,0.62,32.84,1,9.048186081871735,3.7954891891721947
Digispice Technologies Ltd.,2013,3.79,0.0,0.0,0.12,-0.05,4.0,0.12,2.78,5.13,3.66,0.44,0.44,-24.97,0.37,1566.97,1,8.722742874329398,6.60907966505549
Digispice Technologies Ltd.,2014,4.11,0.0,0.0,0.01,-0.03,4.0,0.01,-7.89,-1459.62,3.97,-0.41,-0.41,-310.38,-0.4,-93.25,1,7.9241808966623,3.914021008090819
Digispice Technologies Ltd.,2015,4.43,0.0,0.0,0.75,-0.14,4.0,0.75,-35.26,-32.67,4.31,-28.44,-28.47,-1.78,-24.09,3135.93,1,7.759230117921387,7.390921894754154
Digispice Technologies Ltd.,2016,1.82,0.0,0.0,1.33,0.04,4.0,1.33,-24.11,-44.34,0.92,-32.91,-32.93,-1.45,-19.88,0.64,1,7.443956209079356,7.397255116033375
Digispice Technologies Ltd.,2017,3.29,0.03,0.06,0.78,-0.02,4.0,0.75,-40.38,-38.96,2.23,-35.16,-36.71,-2.64,-21.42,-8.7,1,8.47664199356059,7.306195772153337
Digispice Technologies Ltd.,2018,2.62,0.05,0.08,0.52,-0.02,4.0,0.49,1.36,1.55,1.93,0.71,0.75,0.51,0.46,7.18,1,8.562147436417279,7.375506373174579
Digispice Technologies Ltd.,2019,3.02,0.03,0.06,0.46,0.01,4.0,0.43,-61.77,-61.09,1.86,-28.06,-30.05,-7.38,-16.76,-22.24,1,8.381258914175405,7.123995053979552
Digispice Technologies Ltd.,2020,3.4,0.03,0.06,0.52,0.0,4.0,0.49,-13.53,-2.84,2.35,-6.86,-7.29,-6.93,-3.81,-7.91,1,8.313116702819253,7.041586626615658
Digispice Technologies Ltd.,2021,3.4,0.03,0.06,0.52,0.0,4.0,0.49,-13.53,-2.84,2.35,-6.86,-7.29,-6.93,-3.81,-7.91,1,8.313116702819253,7.041586626615658
E R P Soft Systems Ltd.,2000,14.5,0.0,0.0,0.08,,,0.08,,16.67,14.5,,,,,0.0,1,,
E R P Soft Systems Ltd.,2001,9.666666666666668,0.0,0.0,0.41,,,0.41,,78.38,9.666666666666668,,,,,516.67,1,,
E R P Soft Systems Ltd.,2002,4.833333333333334,0.0,0.0,0.13,0.04,,0.13,50.0,50.0,4.833333333333334,6.42,6.42,71.43,6.42,-62.16,1,2.468099531471619,0.3364722366212129
E R P Soft Systems Ltd.,2003,0.0,0.0,0.0,0.25,0.15,,0.25,70.97,70.97,0.0,17.46,17.46,80.65,17.39,121.43,1,2.653241964607215,1.1314021114911006
E R P Soft Systems Ltd.,2004,3.67,0.0,0.0,0.24,0.17,,0.24,67.57,70.27,3.67,16.39,16.39,78.38,16.18,19.35,1,2.8273136219290276,1.308332819650179
E R P Soft Systems Ltd.,2005,0.0,0.0,0.0,0.21,0.28,,0.21,90.78,90.78,0.0,55.65,55.65,73.47,54.12,32.43,1,3.414442608412176,1.589235205116581
E R P Soft Systems Ltd.,2006,3.0,0.0,0.0,0.56,0.47,,0.56,90.83,91.28,3.0,50.45,50.45,91.28,49.69,344.9,1,3.8979240810486444,3.0819099697950434
E R P Soft Systems Ltd.,2007,0.8,0.0,0.0,0.07,0.13,,0.07,66.67,77.78,0.8,4.77,4.77,86.11,4.73,-83.49,1,3.9531649487593215,1.2809338454620642
E R P Soft Systems Ltd.,2008,0.06,0.0,0.0,0.07,0.12,,0.07,33.33,44.44,0.06,2.3,2.3,62.86,2.21,-2.78,1,4.030694535145645,1.252762968495368
E R P Soft Systems Ltd.,2009,0.35,0.0,0.0,0.09,0.03,,0.09,43.4,50.94,0.35,4.26,4.26,61.22,4.06,40.0,1,4.041295341132285,1.589235205116581
E R P Soft Systems Ltd.,2010,46.17,0.0,0.0,0.08,-0.06333333333333334,,0.08,39.46,38.3,46.17,4.1866666666666665,4.1866666666666665,58.35666666666667,3.8899999999999997,-6.12,1,4.146304301152812,1.7578579175523736
E R P Soft Systems Ltd.,2011,47.67,0.0,0.0,0.07,-0.15666666666666668,,0.07,35.519999999999996,38.0,46.83,4.113333333333333,4.113333333333333,55.49333333333333,3.7199999999999998,-10.87,1,4.241326752570746,1.9021075263969205
E R P Soft Systems Ltd.,2012,4.89,0.0,0.0,0.13,-0.25,,0.13,31.58,48.72,4.82,4.04,4.04,52.63,3.55,85.37,1,4.328098292648326,2.028148247292285
E R P Soft Systems Ltd.,2013,7.31,0.1,0.11,0.12,0.07,,0.11,18.06,27.78,7.2,2.0,2.12,54.17,1.77,-5.26,1,4.26689632742025,1.9740810260220096
E R P Soft Systems Ltd.,2014,13.29,0.02,0.02,0.11,0.05,,0.11,19.44,29.17,13.08,2.1,2.23,36.62,2.01,-1.39,1,4.222444564849416,1.9600947840472698
E R P Soft Systems Ltd.,2015,16.35,0.0,0.0,0.13,-0.06,,0.13,13.58,22.22,16.07,1.71,1.72,28.4,1.61,14.08,1,4.225372824628505,2.0918640616783932
E R P Soft Systems Ltd.,2016,2.02,0.0,0.0,0.13,0.01,,0.13,12.22,20.0,0.9,1.69,1.69,20.69,1.58,7.41,1,4.258445572902527,2.163323025660538
E R P Soft Systems Ltd.,2017,1.97,0.01,0.01,0.13,0.03,,0.13,14.13,20.65,1.06,1.95,1.97,22.73,1.8,1.15,1,4.298645025734831,2.174751721484161
E R P Soft Systems Ltd.,2018,2.74,0.0,0.0,0.15,0.06,,0.15,13.64,18.18,1.72,2.21,2.22,11.88,2.03,14.77,1,4.30406509320417,2.312535423847214
E R P Soft Systems Ltd.,2019,7.69,0.0,0.0,0.14,-0.03,,0.14,1.92,6.54,7.69,0.29,0.29,-1.03,0.28,-3.96,1,4.249922794040544,2.272125885509337
E R P Soft Systems Ltd.,2020,7.36,0.0,0.0,0.16,0.01,,0.16,18.05,21.05,5.82,3.43,3.43,12.17,3.37,18.56,1,4.280824129164719,2.4423470353692043
E R P Soft Systems Ltd.,2021,7.36,0.0,0.0,0.16,0.01,,0.16,18.05,21.05,5.82,3.43,3.43,12.17,3.37,18.56,1,4.280824129164719,2.4423470353692043
Exlservice.Com (I) Pvt. Ltd.,2003,0.08,0.0,0.13,18.76,0.53,,9.54,-10.29,-9.99,0.08,-104.41,-205.4,5.19,-20.03,-5.3,1,6.296188085414615,6.880178511211903
Exlservice.Com (I) Pvt. Ltd.,2004,0.02,0.05,2.69,115.2,0.35,,61.37,-0.66,-0.53,0.02,-45.31,-85.05,2.87,-2.4,78.22,1,6.262064039578487,7.458013131991842
Exlservice.Com (I) Pvt. Ltd.,2005,0.26571428571428574,0.04285714285714286,2.307142857142857,98.74285714285715,0.31,,52.60285714285714,0.76375,0.694285714285714,0.26571428571428574,-36.68625,-71.43875,4.482222222222222,-0.2437499999999999,70.89699999999999,1,7.233509568779841,7.7922801080926405
Exlservice.Com (I) Pvt. Ltd.,2006,0.5114285714285715,0.03571428571428571,1.9242857142857142,82.28571428571428,0.27,,43.83571428571429,2.1875,1.918571428571428,0.5114285714285715,-28.0625,-57.8275,6.094444444444444,1.9125,63.574,1,7.716839347671884,8.042367287002229
Exlservice.Com (I) Pvt. Ltd.,2007,0.7571428571428571,0.028571428571428574,1.5414285714285714,65.82857142857142,0.22999999999999998,,35.06857142857143,3.61125,3.1428571428571415,0.7571428571428571,-19.43875,-44.216249999999995,7.706666666666666,4.06875,56.251,1,8.041292206904417,8.242256220672795
Exlservice.Com (I) Pvt. Ltd.,2008,1.002857142857143,0.02142857142857143,1.1585714285714284,49.37142857142857,0.19,,26.301428571428573,5.035,4.367142857142856,1.002857142857143,-10.814999999999998,-30.604999999999997,9.318888888888889,6.225,48.928,1,8.285866247294008,8.408768727399655
Exlservice.Com (I) Pvt. Ltd.,2009,1.2485714285714287,0.014285714285714284,0.7757142857142854,32.91428571428571,0.15000000000000002,,17.534285714285716,6.45875,5.59142857142857,1.2485714285714287,-2.1912499999999966,-16.99374999999999,10.931111111111111,8.38125,41.605,1,8.482223828453643,8.55147222739131
Exlservice.Com (I) Pvt. Ltd.,2010,1.4942857142857142,0.007142857142857145,0.3928571428571428,16.45714285714284,0.11000000000000001,,8.767142857142865,7.8825,6.815714285714283,1.4942857142857142,6.4325000000000045,-3.382499999999993,12.543333333333333,10.5375,34.282,1,8.646280975821183,8.676331412754536
Exlservice.Com (I) Pvt. Ltd.,2011,1.74,0.0,0.01,0.0,0.07,,0.0,9.30625,8.04,1.74,15.056250000000006,10.228750000000005,14.155555555555555,12.69375,26.958999999999996,1,8.78717834301509,8.787317016066876
Exlservice.Com (I) Pvt. Ltd.,2012,1.96,0.0,0.01,0.0,0.03,316.06,0.0,10.73,15.34,1.96,23.68,23.84,15.767777777777777,14.85,19.635999999999996,1,8.91065319239697,8.88720612096065
Exlservice.Com (I) Pvt. Ltd.,2013,2.37,0.0,0.01,1.48,0.14,250.77,1.47,9.06,13.72,2.36,13.48,13.55,17.38,9.51,12.312999999999988,1,8.97176587363143,8.97801731764468
Exlservice.Com (I) Pvt. Ltd.,2014,3.53,0.0,0.0,1.34,0.17,365.03,1.34,10.49,15.3,3.52,14.45,14.52,18.01,11.23,4.99,1,9.006435563515002,9.0267299849973
Exlservice.Com (I) Pvt. Ltd.,2015,4.22,0.0,0.0,1.42,0.12,133.73,1.41,11.66,16.57,4.22,17.2,17.26,18.32,14.07,34.5,1,9.326575543642278,9.323133199451306
Exlservice.Com (I) Pvt. Ltd.,2016,4.36,0.0,0.0,1.3,0.14,244.95,1.3,13.93,19.51,4.35,19.16,19.22,19.09,15.28,20.59,1,9.602463537546395,9.510393111230314
Exlservice.Com (I) Pvt. Ltd.,2017,3.83,0.0,0.0,1.18,0.09,119.73,1.17,15.07,21.17,3.82,19.03,19.07,20.02,13.53,11.69,1,9.967672886310385,9.620958845325141
Exlservice.Com (I) Pvt. Ltd.,2018,4.23,0.0,0.0,1.07,0.12,118.07,1.07,13.26,17.69,4.23,15.09,15.12,17.56,10.01,7.57,1,10.100993244655122,9.693951004628135
Exlservice.Com (I) Pvt. Ltd.,2019,2.44,0.14,0.25,1.08,0.11,14.55,0.96,12.9,17.18,2.44,12.97,14.67,21.92,8.92,13.54,1,10.363219861917235,9.820937119813532
Exlservice.Com (I) Pvt. Ltd.,2020,3.37,0.11,0.17,0.91,0.13,8.58,0.75,11.94,15.41,3.36,9.29,11.21,23.62,6.67,-3.88,1,10.43617838090488,9.78131991856192
Exlservice.Com (I) Pvt. Ltd.,2021,3.37,0.11,0.17,0.91,0.13,8.58,0.75,11.94,15.41,3.36,9.29,11.21,23.62,6.67,-3.88,1,10.43617838090488,9.78131991856192
Expleo Solutions Ltd.,2007,2.83,0.0,0.0,2.72,0.18,,2.72,12.56,15.54,2.83,34.28,34.28,18.03,25.01,32.49,1,6.0342845442909105,6.547789210945191
Expleo Solutions Ltd.,2008,3.03,0.0,0.0,2.4,0.18,,2.4,12.96,18.05,3.03,32.0,32.0,17.27,22.95,27.5,1,6.42080892900609,6.790771923496318
Expleo Solutions Ltd.,2009,4.59,0.0,0.0,1.36,0.18,,1.36,10.05,11.16,4.59,13.77,13.77,16.43,10.48,-16.19,1,6.7150196838393095,6.614189263371381
Expleo Solutions Ltd.,2010,2.69,0.0,0.0,0.93,-0.03,,0.93,1.8,4.08,2.53,1.72,1.72,4.58,1.31,-17.77,1,6.815310988590857,6.418528054768642
Expleo Solutions Ltd.,2011,2.73,0.0,0.0,1.64,0.05,437.0,1.64,7.47,11.03,2.57,12.98,12.98,9.47,9.44,82.52,1,6.866724929424145,7.020190708311925
Expleo Solutions Ltd.,2012,2.72,0.12,0.18,2.12,0.12,19.97,1.93,10.07,14.36,2.68,19.72,21.62,17.77,14.89,41.05,1,7.090993082560445,7.364103597404871
Expleo Solutions Ltd.,2013,3.4,0.09,0.13,2.24,0.15,20.83,1.94,11.95,18.24,3.37,24.09,27.73,18.51,19.17,23.2,1,7.179765182039622,7.5727087251713
Expleo Solutions Ltd.,2014,2.09,0.07,0.11,2.38,0.19,20.18,2.13,8.51,13.03,2.08,18.25,20.44,17.23,13.34,10.14,1,7.271842682636323,7.6693084922061425
Expleo Solutions Ltd.,2015,1.33,0.0,0.0,3.07,0.3,554.44,2.9,11.82,18.52,1.31,34.97,36.92,18.7,21.14,23.35,1,7.359085642962252,7.879140073165863
Expleo Solutions Ltd.,2016,2.53,0.0,0.0,2.72,0.1,172.1,2.72,8.46,13.24,2.53,23.07,23.07,18.25,14.54,-1.59,1,7.2875606403097235,7.8630743978237705
Expleo Solutions Ltd.,2017,2.21,0.0,0.0,2.69,0.35,144.52,2.69,9.42,15.1,2.2,25.97,25.97,14.85,17.75,6.34,1,7.340770701177307,7.924578892217239
Expleo Solutions Ltd.,2018,2.24,0.0,0.0,2.75,0.34,680.29,2.75,10.81,16.61,2.24,29.87,29.87,18.95,19.87,3.53,1,7.371363501139013,7.959310900106966
Expleo Solutions Ltd.,2019,2.26,0.05,0.07,2.43,0.08,44.86,2.34,12.64,17.64,2.25,30.28,31.42,18.39,20.36,-5.59,1,7.516705300741327,7.9017845274578065
Expleo Solutions Ltd.,2020,2.91,0.03,0.04,2.19,0.16,59.58,2.07,14.9,20.22,2.91,31.37,33.07,21.41,22.07,11.35,1,7.734340097771799,8.009329842445359
Expleo Solutions Ltd.,2021,2.91,0.03,0.04,2.19,0.16,59.58,2.07,14.9,20.22,2.91,31.37,33.07,21.41,22.07,11.35,1,7.734340097771799,8.009329842445359
F C S Software Solutions Ltd.,2002,3.65,0.02,0.02,1.83,0.14,24.0,1.75,2.46,2.69,2.83,4.32,4.51,4.24,3.38,-7.97,1,5.794536837924666,6.083587835983788
F C S Software Solutions Ltd.,2003,4.09,0.01,0.01,2.4,0.24,540.5,2.36,10.49,10.65,3.4,24.78,25.21,12.13,19.06,52.83,1,6.0156692358048,6.507725373363912
F C S Software Solutions Ltd.,2004,6.68,0.01,0.01,2.36,-0.07,1057.0,2.34,11.96,11.37,4.93,27.95,28.24,13.85,23.03,26.72,1,6.160785291724685,6.744530217879171
F C S Software Solutions Ltd.,2005,3.66,0.14,0.19,2.1,0.02,555.14,1.87,12.67,13.09,3.12,23.87,26.87,14.58,21.0,35.87,1,6.846943139585379,7.051076098426359
F C S Software Solutions Ltd.,2006,7.27,0.04,0.04,1.65,0.0,53.28,1.49,17.53,18.18,5.24,26.28,29.12,20.6,23.52,13.74,1,6.952728644624869,7.179841363809362
F C S Software Solutions Ltd.,2007,3.06,0.05,0.06,0.93,0.37,64.44,0.89,32.95,35.78,2.51,29.28,30.76,49.03,25.64,-25.39,1,7.304583193694638,6.886940139268217
F C S Software Solutions Ltd.,2008,4.34,0.06,0.07,0.68,0.07,27.26,0.64,24.1,27.06,3.69,17.88,19.0,31.43,16.21,-6.28,1,7.4430198246251456,6.822088452225045
F C S Software Solutions Ltd.,2009,6.52,0.07,0.08,0.43,0.2,26.58,0.4,23.66,23.52,6.05,9.51,10.2,46.81,9.21,4.55,1,8.098885975294776,6.866620735623582
F C S Software Solutions Ltd.,2010,9.51,0.01,0.01,0.29,-0.06,4.46,0.28,-0.19,1.81,4.53,-0.06,-0.06,7.82,-0.06,21.75,1,8.554932037916506,7.063390570513586
F C S Software Solutions Ltd.,2011,7.95,0.0,0.0,0.19,0.13,2.6950000000000003,0.19,-1.35,-1.79,6.96,-0.27,-0.27,3.73,-0.26,-15.18,1,8.585076113804199,6.898714534329988
F C S Software Solutions Ltd.,2012,5.34,0.03,0.03,0.1,-0.06,0.93,0.1,0.75,0.28,2.89,0.08,0.08,4.8,0.08,-43.04,1,8.651689118727587,6.335940383589716
F C S Software Solutions Ltd.,2013,6.81,0.01,0.01,0.15,0.01,1.7399999999999998,0.15,-5.01,-4.43,4.16,-0.76,-0.78,-1.82,-0.76,50.81,1,8.693161274238017,6.7467645928900115
F C S Software Solutions Ltd.,2014,4.18,0.01,0.01,0.1,0.0,2.55,0.1,1.31,1.12,4.07,0.14,0.14,4.88,0.14,-30.49,1,8.70136303906781,6.382999749682648
F C S Software Solutions Ltd.,2015,1.5,0.0,0.0,0.06,-0.09,2.24,0.06,1.16,1.85,1.46,0.08,0.08,-10.06,0.08,-51.61,1,8.355027140825847,5.65704021210407
F C S Software Solutions Ltd.,2016,0.27,0.02,0.02,0.06,-0.06,10.87,0.06,-5.79,-4.59,0.27,-0.48,-0.48,-20.7,-0.45,-14.95,1,8.320667228006297,5.495116942522644
F C S Software Solutions Ltd.,2017,0.56,0.0,0.0,0.09,0.2,19.5,0.09,8.04,10.84,0.55,0.84,0.85,-3.39,0.78,27.35,1,8.202893321060165,5.736894826106403
F C S Software Solutions Ltd.,2018,1.85,0.07,0.14,0.15,-0.03,2.48,0.14,0.86,2.81,1.6,0.13,0.13,8.94,0.12,27.73,1,8.239408643142848,5.981666704627871
F C S Software Solutions Ltd.,2019,1.06,0.08,0.16,0.2,-0.01,2.285,0.17,-18.63,-24.25,0.92,-3.53,-4.05,19.47,-3.26,-6.89,1,8.149399520029084,5.910254491682439
F C S Software Solutions Ltd.,2020,1.97,0.07,0.15,0.2,0.01,2.09,0.17,4.84,-28.78,1.9,0.91,1.05,20.14,0.82,-8.7,1,8.14220879056166,5.819192326167029
F C S Software Solutions Ltd.,2021,1.97,0.07,0.15,0.2,0.01,2.09,0.17,4.84,-28.78,1.9,0.91,1.05,20.14,0.82,-8.7,1,8.14220879056166,5.819192326167029
Fino Paytech Ltd.,2007,5.2,0.09,0.11,0.21,-0.27,,0.19,-208.62333333333333,-87.6,4.1,,,-201.51999999999998,,295.79,1,6.627909092298131,5.874368775231734
Fino Paytech Ltd.,2008,1.43,0.3,0.71,0.99,-0.25,,0.73,-112.95666666666668,-33.52,0.95,,,-98.82999999999998,,541.62,1,7.180069874302796,6.540452631968321
Fino Paytech Ltd.,2009,1.5,0.29,0.78,1.86,-0.23,,1.06,-17.29,-22.13,1.17,-18.91,-33.15,3.86,-12.95,113.35,1,7.533747184354675,6.9367313872186545
Fino Paytech Ltd.,2010,1.35,0.37,1.06,2.6,0.03,1.52,1.35,1.66,1.88,1.11,2.27,4.35,12.01,1.58,82.53,1,7.666877448465615,7.538494999413465
Fino Paytech Ltd.,2011,2.56,0.27,0.44,1.57,-0.31,2.76,0.98,5.55,6.52,2.22,5.63,8.98,17.73,4.56,23.38,1,8.209634888959664,7.748589437440848
Fino Paytech Ltd.,2012,1.88,0.29,0.53,1.29,0.09,1.77,0.87,2.79,3.55,1.56,2.52,3.75,14.89,2.14,26.2,1,8.349768128858372,7.98128904727371
Fino Paytech Ltd.,2013,2.19,0.25,0.43,1.27,0.07333333333333333,0.31,0.86,1.7366666666666666,-2.35,1.71,1.62,2.4000000000000004,15.983333333333334,1.3733333333333335,1.3,1,8.38092281309748,7.852646425188234
Fino Paytech Ltd.,2014,2.2,0.33,0.56,0.92,0.056666666666666664,1.5,0.61,0.6833333333333331,3.0,1.8,0.72,1.0500000000000003,17.076666666666668,0.6066666666666667,-26.13,1,8.411136136935262,7.704977148879451
Fino Paytech Ltd.,2015,2.25,0.34,0.66,0.78,0.04,1.01,0.48,-0.37,0.14,1.62,-0.18,-0.3,18.17,-0.16,-14.76,1,8.440463323557507,7.531659556799922
Fino Paytech Ltd.,2016,4.12,0.09,0.11,0.4,-0.01,0.27,0.32,-4.28,-3.79,3.61,-1.42,-1.79,11.25,-1.26,-4.98,1,8.968918281353435,7.480541102870898
Fino Paytech Ltd.,2017,1.22,0.09,0.11,0.07,0.26,0.6000000000000001,0.06,-100.99,-136.29,0.75,-6.3,-7.01,-21.55,-5.69,-76.73,1,8.930798412062511,6.022478600637151
Fino Paytech Ltd.,2018,0.77,0.06,0.09,0.09,0.03,0.93,0.08,-25.45,6.75,0.43,-2.11,-2.32,13.51,-1.81,24.7,1,8.886727103306137,6.243195555274104
Fino Paytech Ltd.,2019,0.79,0.05,0.07,0.11,0.03,5.04,0.1,12.41,13.08,0.48,1.33,1.43,21.44,1.09,21.03,1,8.903828798587142,6.434064861878406
Fino Paytech Ltd.,2020,0.56,0.05,0.07,0.03,0.01,5.04,0.03,-71.8,-69.34,0.25,-2.7,-2.88,-9.6,-2.24,-69.05,1,8.849843849384602,5.2611345754203205
Fino Paytech Ltd.,2021,0.56,0.05,0.07,0.03,0.01,5.04,0.03,-71.8,-69.34,0.25,-2.7,-2.88,-9.6,-2.24,-69.05,1,8.849843849384602,5.2611345754203205
Firstsource Solutions Ltd.,2002,2.66,0.73,4.12,1.89,-0.12,,0.37,-36.07,-36.07,2.66,-14.48,-72.97,-28.97,-13.12,,1,7.627252234864865,5.859931157146132
Firstsource Solutions Ltd.,2003,0.57,0.77,5.21,2.77,-0.07,3.89,0.49,2.68,2.68,0.57,1.34,7.61,9.6,1.23,200.2,1,7.88363480226795,6.959208560571053
Firstsource Solutions Ltd.,2004,0.59,0.7,3.24,3.94,-0.03,4.26,0.81,3.52,3.57,0.59,2.9,14.03,15.56,2.65,140.82,1,8.332597049714266,7.838106694504626
Firstsource Solutions Ltd.,2005,0.55,0.65,2.98,3.34,0.08,3.34,0.81,4.81,5.34,0.55,3.96,16.24,18.33,3.51,29.03,1,8.502627626736922,8.092973306824426
Firstsource Solutions Ltd.,2006,2.9,0.07,0.08,0.85,0.01,11.82,0.61,16.68,17.1,2.9,10.53,14.55,26.47,9.55,32.26,1,9.273352729117708,8.372583517756135
Firstsource Solutions Ltd.,2007,0.38,0.52,2.18,0.69,0.04,22.56,0.38,11.15,9.08,0.38,4.38,8.05,20.86,3.59,14.15,1,9.973913396826962,8.504938407349222
Firstsource Solutions Ltd.,2008,1.58,0.55,1.44,0.78,0.02,14.07,0.29,-6.26,1.57,1.58,-2.48,-6.69,15.67,-2.13,14.6,1,10.09592856779456,8.641249840078217
Firstsource Solutions Ltd.,2009,3.59,0.53,1.24,0.69,0.07,5.58,0.3,7.95,7.45,3.59,2.96,6.91,18.29,2.82,16.9,1,10.038791747817006,8.797427598732861
Firstsource Solutions Ltd.,2010,1.95,0.54,1.46,0.74,0.03,6.87,0.32,8.81,9.04,1.95,3.05,7.14,14.2,2.87,6.23,1,10.10763583055619,8.857899309640938
Firstsource Solutions Ltd.,2011,0.55,0.51,1.37,0.85,0.04,11.96,0.35,5.34,4.33,0.55,2.38,5.75,8.59,2.16,8.07,1,10.059602017160909,8.935469221451418
Firstsource Solutions Ltd.,2012,0.52,0.09,0.12,0.87,0.2,27.2,0.53,11.06,11.12,0.51,6.77,11.1,14.85,5.91,19.87,1,9.693167675315312,9.116732742011006
Firstsource Solutions Ltd.,2013,0.96,0.13,0.16,0.73,-0.01,16.65,0.64,13.46,13.61,0.94,8.96,10.22,20.57,7.87,4.78,1,9.780845229643774,9.16342694563211
Firstsource Solutions Ltd.,2014,2.07,0.14,0.16,0.61,0.03,11.97,0.52,17.43,17.06,2.06,9.37,10.9,22.78,8.78,-4.2,1,9.884793910088874,9.12056882558495
Firstsource Solutions Ltd.,2015,3.25,0.11,0.13,0.52,0.04,20.66,0.45,16.75,19.5,3.14,7.76,8.88,22.69,7.52,-4.29,1,9.93134101802202,9.076671827089575
Firstsource Solutions Ltd.,2016,3.63,0.09,0.1,0.5,0.03,33.19,0.45,19.65,22.85,3.42,8.99,10.0,24.44,8.65,7.45,1,10.044461803246755,9.148539433570592
Firstsource Solutions Ltd.,2017,7.53,0.01,0.01,0.42,0.02,36.05,0.4,21.87,25.04,7.52,8.83,9.31,27.24,8.45,-8.38,1,10.020866061938353,9.060993137113243
Firstsource Solutions Ltd.,2018,8.2,0.01,0.01,0.35,0.09,146.66,0.35,24.11,26.8,7.36,9.04,9.12,24.38,8.7,-10.82,1,10.077340014238702,8.946505025998682
Firstsource Solutions Ltd.,2019,3.78,0.09,0.11,0.43,0.16,14.52,0.41,18.74,21.84,3.75,7.97,8.41,28.7,7.68,22.37,1,10.073829303819004,9.14836921899343
Firstsource Solutions Ltd.,2020,2.59,0.1,0.12,0.63,0.16,28.68,0.56,26.91,31.33,2.57,15.53,17.28,36.84,14.63,40.94,1,10.177841194776576,9.491556585744352
Firstsource Solutions Ltd.,2021,2.59,0.1,0.12,0.63,0.16,28.68,0.56,26.91,31.33,2.57,15.53,17.28,36.84,14.63,40.94,1,10.177841194776576,9.491556585744352
Flextronics Software Systems Ltd. [Merged],2000,2.64,0.0,0.0,1.16,0.24,,1.16,29.99,32.4,2.64,36.65,36.65,38.7,28.5,84.52,1,7.88529161629307,7.595437554111015
Flextronics Software Systems Ltd. [Merged],2001,3.03,0.0,0.0,1.05,0.06,,1.05,20.74,23.66,3.03,22.93,22.93,30.65,17.43,18.08,1,8.077695488563865,7.761659838420196
Flextronics Software Systems Ltd. [Merged],2002,3.25,0.0,0.0,0.86,0.16,,0.86,15.44,20.44,3.25,13.72,13.72,31.39,10.25,-6.18,1,8.232918640097797,7.697893044855711
Flextronics Software Systems Ltd. [Merged],2003,3.08,0.0,0.0,1.2,0.16,,1.2,20.62,23.79,3.08,25.2,25.2,30.26,18.32,62.6,1,8.470017722923807,8.18403944251885
Flextronics Software Systems Ltd. [Merged],2004,4.2,0.0,0.0,1.23,0.21,,1.23,22.09,24.61,4.2,27.71,27.71,30.86,20.91,32.86,1,8.665233814233318,8.468149995236907
Flextronics Software Systems Ltd. [Merged],2005,1.94,0.0,0.0,1.66,0.18,,1.66,20.82,23.67,1.93,35.53,35.53,27.63,26.14,70.64,1,8.946335762878759,9.002553303982664
Flextronics Software Systems Ltd. [Merged],2006,1.89,0.04,0.06,1.13,0.13,488.89,1.1,19.81,19.99,1.89,21.76,22.49,25.08,15.73,-18.05,1,9.12515278541473,8.803484296921878
Flextronics Software Systems Ltd. [Merged],2007,1.89,0.04,0.06,1.13,0.13,488.89,1.1,19.81,19.99,1.89,21.76,22.49,25.08,15.73,-18.05,1,9.12515278541473,8.803484296921878
Flextronics Software Systems Ltd. [Merged],2008,1.89,0.04,0.06,1.13,0.13,488.89,1.1,19.81,19.99,1.89,21.76,22.49,25.08,15.73,-18.05,1,9.12515278541473,8.803484296921878
Flextronics Software Systems Ltd. [Merged],2009,1.89,0.04,0.06,1.13,0.13,488.89,1.1,19.81,19.99,1.89,21.76,22.49,25.08,15.73,-18.05,1,9.12515278541473,8.803484296921878
Flextronics Software Systems Ltd. [Merged],2010,1.89,0.04,0.06,1.13,0.13,488.89,1.1,19.81,19.99,1.89,21.76,22.49,25.08,15.73,-18.05,1,9.12515278541473,8.803484296921878
Flextronics Software Systems Ltd. [Merged],2011,1.89,0.04,0.06,1.13,0.13,488.89,1.1,19.81,19.99,1.89,21.76,22.49,25.08,15.73,-18.05,1,9.12515278541473,8.803484296921878
Flextronics Software Systems Ltd. [Merged],2012,1.89,0.04,0.06,1.13,0.13,488.89,1.1,19.81,19.99,1.89,21.76,22.49,25.08,15.73,-18.05,1,9.12515278541473,8.803484296921878
Flextronics Software Systems Ltd. [Merged],2013,1.89,0.04,0.06,1.13,0.13,488.89,1.1,19.81,19.99,1.89,21.76,22.49,25.08,15.73,-18.05,1,9.12515278541473,8.803484296921878
